id,unidade_gestora,gestao,numero,data_emissao,credor,fonte_recurso,programa_trabalho,planointerno,naturezadespesa,empenhado,aliquidar,liquidado,pago,rpinscrito,rpaliquidar,rpliquidado,rppago,informacao_complementar,sistema_origem,links_documento_pagamento,credor_obj_tipo,credor_obj_cnpj_cpf_idgener,credor_obj_nome,contrato_id
297483,113601,11302,2020NE800255,,00.677.870/0005-23 - DRIVE A INFORMATICA LTDA,0100000000,,100ADMINIBR - UNIDADE,449052 - EQUIPAMENTOS E MATERIAL PERMANENTE,"1.227.999,00","1.227.999,00","0,00","0,00","0,00","0,00","0,00","0,00",,,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022020NE800255,JURIDICA,00.677.870/0005-23,DRIVE A INFORMATICA LTDA,64748
8676997,113601,11302,2022NE000138,2022-06-07,23.886.982/0001-66 - OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"188.023,20","0,00","26.376,00","161.647,20","0,00","0,00","0,00","26.376,00",11360105000162020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000138,JURIDICA,23.886.982/0001-66,OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,64828
10089586,113601,11302,2023NE000083,2023-02-02,23.886.982/0001-66 - OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000162020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000083,JURIDICA,23.886.982/0001-66,OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,64828
10166202,113601,11302,2023NE000141,2023-02-22,23.886.982/0001-66 - OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"129.498,65","0,00","0,00","129.498,65","0,00","0,00","0,00","0,00",11360105000162020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000141,JURIDICA,23.886.982/0001-66,OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,64828
11691549,113601,11302,2024NE000130,2024-02-16,23.886.982/0001-66 - OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"298.132,56","95.344,80","2.652,89","200.134,87","0,00","0,00","0,00","0,00",11360105000162020 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000130,JURIDICA,23.886.982/0001-66,OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,64828
340838,113601,11302,2020NE800259,,23.886.982/0001-66 - OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,0144000000,,100ADMINBSB - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022020NE800259,JURIDICA,23.886.982/0001-66,OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,64828
340839,113601,11302,2020NE800263,2020-11-09,23.886.982/0001-66 - OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,0144000000,,100ADMINBSB - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"418.624,80","418.624,80","0,00","0,00","154.864,80","0,00","0,00","154.864,80",SEM INFORMACAO,SIAFI - SISTEMA INTEGRADO DE ADMINISTRACAO FINANCEIRA,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022020NE800263,JURIDICA,23.886.982/0001-66,OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,64828
10355024,113601,11302,2023NE000202,2023-04-12,23.886.982/0001-66 - OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"239.765,35","77.940,24","0,00","161.825,11","77.940,24","21.794,64","21.794,64","56.145,60",11360105000162020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000202,JURIDICA,23.886.982/0001-66,OPT JUNTOS TECNOLOGIA E COMUNICACAO LTDA,64828
326300,113601,11302,2020NE800287,2020-12-02,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,0100000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"13.107,92","13.107,92","0,00","0,00","3.201,04","0,00","0,00","3.201,04",SEM INFORMACAO,SIAFI - SISTEMA INTEGRADO DE ADMINISTRACAO FINANCEIRA,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022020NE800287,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65386
10084122,113601,11302,2023NE000064,2023-02-01,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360107000202020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000064,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65386
10165297,113601,11302,2023NE000125,2023-02-22,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"3.673,79","0,00","0,00","3.673,79","0,00","0,00","0,00","0,00",11360107000202020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000125,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65386
8117009,113601,11302,2021NE000178,2021-11-11,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,0100000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"582,57","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360107000202020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022021NE000178,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65386
8358023,113601,11302,2022NE000053,2022-02-03,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"13.107,92","0,00","0,00","164,16","150,36","0,00","0,00","150,36",11360107000202020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000053,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65386
11144321,113601,11302,2023NE000347,2023-10-20,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"9.708,84","6.406,84","0,00","3.302,00","6.406,84","4.328,17","4.328,17","2.078,67",11360107000202020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000347,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65386
11951040,113601,11302,2024NE000218,2024-05-20,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"14.700,00","7.487,43","0,00","7.212,57","0,00","0,00","0,00","0,00",11360107000202020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000218,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65386
12173347,113601,11302,2024NE000271,2024-07-17,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"12.000,00","2.069,48","0,00","9.930,52","0,00","0,00","0,00","0,00",11360106000192020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000271,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65387
326301,113601,11302,2020NE800288,2020-12-02,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,0144000000,,100ADMINBSB - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"73.790,87","73.790,87","0,00","0,00","17.907,05","0,00","0,00","17.907,05",SEM INFORMACAO,SIAFI - SISTEMA INTEGRADO DE ADMINISTRACAO FINANCEIRA,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022020NE800288,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65387
10084174,113601,11302,2023NE000065,2023-02-01,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000192020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000065,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65387
8358062,113601,11302,2022NE000054,2022-02-03,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"7.379,08","0,00","0,00","1.813,44","4.670,93","0,00","0,00","4.670,93",11360106000192020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000054,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65387
11303978,113601,11302,2023NE000379,2023-11-21,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"4.000,00","1.394,30","0,00","2.605,70","1.394,30","683,23","683,23","711,07",11360106000192020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000379,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65387
10165301,113601,11302,2023NE000126,2023-02-22,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"382,68","0,00","0,00","382,68","0,00","0,00","0,00","0,00",11360106000192020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000126,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65387
8115941,113601,11302,2021NE000177,2021-11-11,34.028.316/0007-07 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,0100000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"3.279,59","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000192020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022021NE000177,JURIDICA,34.028.316/0007-07,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,65387
340843,113601,11302,2020NE800278,,EX2520357 - BLOOMBERG L.P.,0100000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"222.810,56","222.810,56","0,00","0,00","0,00","0,00","0,00","0,00",,,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022020NE800278,IDGENERICO,EX2520357,BLOOMBERG L.P.,67502
10162600,113601,11302,2023NE000115,2023-02-17,EX0201825 - BLOOMBERG PROFESSIONAL DA BLOOMBERG L.P,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"110.098,04","0,00","0,00","110.098,04","0,00","0,00","0,00","0,00",11360207000212020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000115,IDGENERICO,EX0201825,BLOOMBERG PROFESSIONAL DA BLOOMBERG L.P,67502
10087734,113601,11302,2023NE000081,2023-02-02,EX0201825 - BLOOMBERG PROFESSIONAL DA BLOOMBERG L.P,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360207000212020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000081,IDGENERICO,EX0201825,BLOOMBERG PROFESSIONAL DA BLOOMBERG L.P,67502
11687980,113601,11302,2024NE000124,2024-02-15,EX0201825 - BLOOMBERG PROFESSIONAL DA BLOOMBERG L.P,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"128.666,65","17.203,76","0,00","111.462,89","0,00","0,00","0,00","0,00",11360107000212020 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000124,IDGENERICO,EX0201825,BLOOMBERG PROFESSIONAL DA BLOOMBERG L.P,67502
8478181,113601,11302,2022NE000087,2022-03-24,EX0201825 - BLOOMBERG PROFESSIONAL DA BLOOMBERG L.P,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"113.000,00","0,00","0,00","107.264,46","5.176,00","0,00","0,00","5.176,00",11360207000212020 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000087,IDGENERICO,EX0201825,BLOOMBERG PROFESSIONAL DA BLOOMBERG L.P,67502
12601962,113601,11302,2024NE000359,2024-11-07,67.393.181/0001-34 - IMAGEM GEOSISTEMAS E COMERCIO LTDA,1000A0037A,,MCID0000000 - T.DESCENTRALIZACAO MCIDADES E UFPA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"263.030,88","131.515,44","0,00","131.515,44","0,00","0,00","0,00","0,00",11360107000042021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000359,JURIDICA,67.393.181/0001-34,IMAGEM GEOSISTEMAS E COMERCIO LTDA,102435
11983282,113601,11302,2024NE000227,2024-05-28,67.393.181/0001-34 - IMAGEM GEOSISTEMAS E COMERCIO LTDA,1000000000,,100INFBRASI - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360107000042021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000227,JURIDICA,67.393.181/0001-34,IMAGEM GEOSISTEMAS E COMERCIO LTDA,102435
7572930,113601,11302,2021NE000077,2021-04-30,67.393.181/0001-34 - IMAGEM GEOSISTEMAS E COMERCIO LTDA,0100000000,,100INFORBSB - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"383.853,61","0,00","0,00","383.853,61","0,00","0,00","0,00","0,00",11360107000052021,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022021NE000077,JURIDICA,67.393.181/0001-34,IMAGEM GEOSISTEMAS E COMERCIO LTDA,102435
7855944,113601,11302,2021NE000135,2021-08-25,09.216.620/0001-37 - BRS SUPRIMENTOS CORPORATIVOS S/A,0100000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000072020,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022021NE000135,JURIDICA,09.216.620/0001-37,BRS SUPRIMENTOS CORPORATIVOS S/A,113799
9534767,113601,11302,2022NE000203,2022-09-19,09.216.620/0001-37 - BRS SUPRIMENTOS CORPORATIVOS S/A,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"8.197,04","0,00","7.717,51","479,53","0,00","0,00","0,00","7.717,51",11360105000072021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000203,JURIDICA,09.216.620/0001-37,BRS SUPRIMENTOS CORPORATIVOS S/A,113799
10250004,113601,11302,2023NE000184,2023-03-14,09.216.620/0001-37 - BRS SUPRIMENTOS CORPORATIVOS S/A,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"42.070,24","0,00","0,00","42.070,24","0,00","0,00","0,00","0,00",11360105000072021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000184,JURIDICA,09.216.620/0001-37,BRS SUPRIMENTOS CORPORATIVOS S/A,113799
11649048,113601,11302,2024NE000098,2024-02-01,09.216.620/0001-37 - BRS SUPRIMENTOS CORPORATIVOS S/A,1000000000,,100DIDES - DIDES - DESPESAS ADMINISTATIVAS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"456.000,00","390.290,39","1.409,15","64.300,46","0,00","0,00","0,00","0,00",20105705000072021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000098,JURIDICA,09.216.620/0001-37,BRS SUPRIMENTOS CORPORATIVOS S/A,113799
11718990,113601,11302,2024NE000136,2024-02-26,03.746.938/0013-87 - BRS SUPRIMENTOS CORPORATIVOS S/A,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"38.331,00","38.331,00","0,00","0,00","0,00","0,00","0,00","0,00",20105705000072021 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000136,JURIDICA,03.746.938/0013-87,BRS SUPRIMENTOS CORPORATIVOS S/A,113799
9439665,113601,11302,2022NE000187,2022-08-24,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),1000000000,,100INFORBSB - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"3.549,00","0,00","0,00","0,00","293,80","0,00","0,00","293,80",11360106000052021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000187,JURIDICA,33.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),117589
10087572,113601,11302,2023NE000078,2023-02-02,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),1000000000,,100INFORBSB - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000052021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000078,JURIDICA,33.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),117589
10175613,113601,11302,2023NE000164,2023-02-24,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),1000000000,,100INFBRASI - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"1.344,51","1.128,34","0,00","216,17","1.128,34","1.128,34","1.128,34","0,00",11360106000052021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000164,JURIDICA,33.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),117589
759259,113601,11302,2018NE800333,,806031 - SERPRO - SEDE - BRASILIA,0100000000,,100INFORMBS - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022018NE800333,UG,806031,SERPRO - SEDE - BRASILIA,117589
10071448,113601,11302,2023NE000044,2023-01-26,32.143.627/0001-98 - JK SEGURANCA PRIVADA LTDA,1000000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000142021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000044,JURIDICA,32.143.627/0001-98,JK SEGURANCA PRIVADA LTDA,125684
10165389,113601,11302,2023NE000134,2023-02-22,32.143.627/0001-98 - JK SEGURANCA PRIVADA LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"614.618,72","0,00","0,00","614.618,72","0,00","0,00","0,00","0,00",11360105000142021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000134,JURIDICA,32.143.627/0001-98,JK SEGURANCA PRIVADA LTDA,125684
11659684,113601,11302,2024NE000105,2024-02-05,32.143.627/0001-98 - JK SEGURANCA PRIVADA LTDA,1000000000,,100DIDES - DIDES - DESPESAS ADMINISTATIVAS,339037 - LOCACAO DE MAO-DE-OBRA,"842.177,64","91.123,00","83.178,13","667.876,51","0,00","0,00","0,00","0,00",11360105000142021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000105,JURIDICA,32.143.627/0001-98,JK SEGURANCA PRIVADA LTDA,125684
8400994,113601,11302,2022NE000071,2022-02-22,32.143.627/0001-98 - JK SEGURANCA PRIVADA LTDA,1000000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"833.067,76","0,00","8.108,57","746.802,86","73.714,26","0,00","0,00","81.822,83",11360105000142021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000071,JURIDICA,32.143.627/0001-98,JK SEGURANCA PRIVADA LTDA,125684
10368144,113601,11302,2023NE000207,2023-04-14,32.143.627/0001-98 - JK SEGURANCA PRIVADA LTDA,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"412.846,36","171.625,92","8.558,39","232.662,05","171.625,92","93.822,36","93.822,36","86.361,95",11360105000142021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000207,JURIDICA,32.143.627/0001-98,JK SEGURANCA PRIVADA LTDA,125684
10085046,113601,11302,2023NE000070,2023-02-01,12.187.221/0001-08 - MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,1000000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000152021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000070,JURIDICA,12.187.221/0001-08,MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,127115
10165892,113601,11302,2023NE000138,2023-02-22,12.187.221/0001-08 - MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"636.934,78","0,00","0,00","636.934,78","0,00","0,00","0,00","0,00",11360105000152021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000138,JURIDICA,12.187.221/0001-08,MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,127115
10395732,113601,11302,2023NE000212,2023-04-24,12.187.221/0001-08 - MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"746.105,11","411.544,60","3.113,99","331.446,52","411.544,60","233.602,32","236.716,31","177.942,28",11360105000152021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000212,JURIDICA,12.187.221/0001-08,MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,127115
11622250,113601,11302,2024NE000024,2024-01-25,12.187.221/0001-08 - MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,1000000000,,100MAOOBRA - CESSAO DE MAO DE OBRA,339037 - LOCACAO DE MAO-DE-OBRA,"906.486,87","387.509,75","8.836,28","510.140,84","0,00","0,00","0,00","0,00",11360105000152021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000024,JURIDICA,12.187.221/0001-08,MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,127115
